dispute_id,description,category,description_length,word_count,dispute_number,dispute_bin
D270,I would like to dispute this second charge as it is a duplicate.,DUPLICATE_CHARGE,64,13,270,"(205.9, 410.8]"
D271,The vending machine charged me twice for one snack.,DUPLICATE_CHARGE,51,9,271,"(205.9, 410.8]"
D272,Two debits with the same merchant and amount. This is a duplicate.,DUPLICATE_CHARGE,66,12,272,"(205.9, 410.8]"
D273,My rent payment was processed twice by the property manager.,DUPLICATE_CHARGE,60,10,273,"(205.9, 410.8]"
D274,I've been double-charged for a digital download.,DUPLICATE_CHARGE,48,7,274,"(205.9, 410.8]"
D275,This charge is an exact copy of another one.,DUPLICATE_CHARGE,44,9,275,"(205.9, 410.8]"
D276,The pharmacy charged my card twice for my prescription.,DUPLICATE_CHARGE,55,9,276,"(205.9, 410.8]"
D277,"I only have one car, but was charged twice for the car wash.",DUPLICATE_CHARGE,60,13,277,"(205.9, 410.8]"
D278,Please remove one of these duplicate entries from my statement.,DUPLICATE_CHARGE,63,10,278,"(205.9, 410.8]"
D279,A second unauthorized payment was taken for my order.,DUPLICATE_CHARGE,53,9,279,"(205.9, 410.8]"
D280,I am being billed twice for the same monthly cloud storage fee.,DUPLICATE_CHARGE,63,12,280,"(205.9, 410.8]"
D281,The cab fare was charged to my card two times.,DUPLICATE_CHARGE,46,10,281,"(205.9, 410.8]"
D282,My card was charged twice in quick succession at the same terminal.,DUPLICATE_CHARGE,67,12,282,"(205.9, 410.8]"
D283,This is a duplicate transaction that needs to be refunded.,DUPLICATE_CHARGE,58,10,283,"(205.9, 410.8]"
D284,"I only ordered one pizza, not two. Why was I charged twice?",DUPLICATE_CHARGE,59,12,284,"(205.9, 410.8]"
D285,I have two charges for the same consultation fee.,DUPLICATE_CHARGE,49,9,285,"(205.9, 410.8]"
D286,The online portal double-charged me for a government service fee.,DUPLICATE_CHARGE,65,10,286,"(205.9, 410.8]"
D287,Please investigate; I have a duplicate charge from this merchant.,DUPLICATE_CHARGE,65,10,287,"(205.9, 410.8]"
D288,"I tapped my card once, but I see two charges.",DUPLICATE_CHARGE,45,10,288,"(205.9, 410.8]"
D289,This is a repeat charge for a service I paid for last week.,DUPLICATE_CHARGE,59,13,289,"(205.9, 410.8]"
D290,I was charged twice for a single item from an in-flight purchase.,DUPLICATE_CHARGE,65,12,290,"(205.9, 410.8]"
D291,"The cashier said the first payment didn't go through, so I paid again. Now I see both.",DUPLICATE_CHARGE,86,17,291,"(205.9, 410.8]"
D292,I see two similar charges from the same company on the same day.,DUPLICATE_CHARGE,64,13,292,"(205.9, 410.8]"
D293,"The website gave me an error, so I hit 'submit' again. It looks like both went through.",DUPLICATE_CHARGE,87,17,293,"(205.9, 410.8]"
D294,"There's a charge for an order, and then another identical charge a minute later.",DUPLICATE_CHARGE,80,14,294,"(205.9, 410.8]"
D295,I'm not sure why there are two debits for this service. I only used it once.,DUPLICATE_CHARGE,76,16,295,"(205.9, 410.8]"
D296,"My app froze during payment, so I restarted and paid. Now I see two debits.",DUPLICATE_CHARGE,75,15,296,"(205.9, 410.8]"
D297,Can you explain these two transactions? They look the same to me.,DUPLICATE_CHARGE,65,12,297,"(205.9, 410.8]"
D298,"The first tap of my card showed 'declined', so I tapped again. Both were charged.",DUPLICATE_CHARGE,81,15,298,"(205.9, 410.8]"
D299,"I tried to make a payment and it failed, but the amount was debited. I tried again and it was debited again.",DUPLICATE_CHARGE,108,22,299,"(205.9, 410.8]"
D300,"There is a charge, and then another charge for the exact same amount to the same merchant.",DUPLICATE_CHARGE,90,17,300,"(205.9, 410.8]"
D301,I see an authorization and a separate charge for the same purchase.,DUPLICATE_CHARGE,67,12,301,"(205.9, 410.8]"
D302,I think the system glitched and processed my payment twice.,DUPLICATE_CHARGE,59,10,302,"(205.9, 410.8]"
D303,"My card was charged for my groceries, and then again for the same amount.",DUPLICATE_CHARGE,73,14,303,"(205.9, 410.8]"
D304,I have two charges from this airline for what should be a single ticket.,DUPLICATE_CHARGE,72,14,304,"(205.9, 410.8]"
D305,"The payment terminal was slow, so the clerk ran my card a second time.",DUPLICATE_CHARGE,70,14,305,"(205.9, 410.8]"
D306,I'm seeing two debits for my subscription. I should only have one.,DUPLICATE_CHARGE,66,12,306,"(205.9, 410.8]"
D307,This charge is very similar to another one on my account. Is it an error?,DUPLICATE_CHARGE,73,15,307,"(205.9, 410.8]"
D308,"I paid for my order, but was then charged again upon delivery for the same order.",DUPLICATE_CHARGE,81,16,308,"(205.9, 410.8]"
D309,"The first attempt to pay with QR code failed, the second worked. But I was charged for both.",DUPLICATE_CHARGE,92,18,309,"(205.9, 410.8]"
D310,Why am I seeing two back-to-back payments to this online store?,DUPLICATE_CHARGE,63,11,310,"(205.9, 410.8]"
D311,"A payment was taken, then reversed, then taken again. But the reversal is not showing.",DUPLICATE_CHARGE,86,15,311,"(205.9, 410.8]"
D312,I'm questioning these two charges. They have the same reference number.,DUPLICATE_CHARGE,71,11,312,"(205.9, 410.8]"
D313,I was billed for this service on the 1st and then again on the 3rd.,DUPLICATE_CHARGE,67,15,313,"(205.9, 410.8]"
D314,The website crashed during payment. I think my order was processed twice.,DUPLICATE_CHARGE,73,12,314,"(205.9, 410.8]"
D315,I see two charges from this hotel - one at check-in and one at check-out for the same amount.,DUPLICATE_CHARGE,93,19,315,"(205.9, 410.8]"
D316,I had to enter my PIN twice. It looks like I was charged twice.,DUPLICATE_CHARGE,63,14,316,"(205.9, 410.8]"
D317,There is a pending charge and a posted charge for the same transaction.,DUPLICATE_CHARGE,71,13,317,"(205.9, 410.8]"
D318,"I thought the first transaction was cancelled, but I was charged for it and a new one.",DUPLICATE_CHARGE,86,17,318,"(205.9, 410.8]"
D319,This looks like a system error that resulted in a second charge.,DUPLICATE_CHARGE,64,12,319,"(205.9, 410.8]"
D320,The total on my statement is double what I actually spent at this shop.,DUPLICATE_CHARGE,71,14,320,"(205.9, 410.8]"
D321,I'm concerned about two identical amounts being debited consecutively.,DUPLICATE_CHARGE,70,9,321,"(205.9, 410.8]"
D322,"I was billed for my coffee, and then received another charge from the same cafe an hour later.",DUPLICATE_CHARGE,94,18,322,"(205.9, 410.8]"
D323,"My automatic bill payment went through, but I also paid it manually.",DUPLICATE_CHARGE,68,12,323,"(205.9, 410.8]"
D324,These two charges are identical. Please verify if one is a mistake.,DUPLICATE_CHARGE,67,12,324,"(205.9, 410.8]"
D325,"The internet was down, so I think my payment was sent twice when it came back on.",DUPLICATE_CHARGE,81,17,325,"(205.9, 410.8]"
D326,"I authorized a single payment, not two. Please investigate.",DUPLICATE_CHARGE,59,9,326,"(205.9, 410.8]"
D327,This merchant appears to have processed my payment on two different systems.,DUPLICATE_CHARGE,76,12,327,"(205.9, 410.8]"
D328,I have a charge from the 5th and a similar one from the 6th that I don't recognize.,DUPLICATE_CHARGE,83,18,328,"(205.9, 410.8]"
D329,I think I was charged for the original item and for the exchanged item.,DUPLICATE_CHARGE,71,14,329,"(205.9, 410.8]"
D330,A manual swipe and a chip read seem to have both been charged for my dinner.,DUPLICATE_CHARGE,76,16,330,"(205.9, 410.8]"
D331,"There's one receipt in my hand, but two debits on my account.",DUPLICATE_CHARGE,61,12,331,"(205.9, 410.8]"
D332,I'm disputing a second charge that appeared after I had already left the store.,DUPLICATE_CHARGE,79,14,332,"(205.9, 410.8]"
D333,"The amount for my booking was taken, and then it looks like it was taken again.",DUPLICATE_CHARGE,79,16,333,"(205.9, 410.8]"
D334,I'm unsure if this is a separate purchase or a mistaken double charge.,DUPLICATE_CHARGE,70,13,334,"(205.9, 410.8]"
D335,My phone sent the payment request twice due to a network issue.,DUPLICATE_CHARGE,63,12,335,"(205.9, 410.8]"
D336,"This company charged me for this month's service, and then again a day later.",DUPLICATE_CHARGE,77,14,336,"(205.9, 410.8]"
D337,The card reader was acting up. I believe it resulted in two charges.,DUPLICATE_CHARGE,68,13,337,"(205.9, 410.8]"
D338,I see two charges for the same amount with slightly different timestamps.,DUPLICATE_CHARGE,73,12,338,"(205.9, 410.8]"
D339,"A payment was made, and then another was made automatically for the same invoice.",DUPLICATE_CHARGE,81,14,339,"(205.9, 410.8]"
D340,I have a feeling I was billed twice. Can you check these two transactions?,DUPLICATE_CHARGE,74,14,340,"(205.9, 410.8]"
D341,I'm seeing double on my statement for a recent purchase.,DUPLICATE_CHARGE,56,10,341,"(205.9, 410.8]"
D342,The charge from this vendor appears twice in my recent activity.,DUPLICATE_CHARGE,64,11,342,"(205.9, 410.8]"
D343,I have two charges related to a single rental agreement.,DUPLICATE_CHARGE,56,10,343,"(205.9, 410.8]"
D344,"I was charged for my ticket, and then my travel partner was also charged for my ticket.",DUPLICATE_CHARGE,87,17,344,"(205.9, 410.8]"
D345,"The amounts are the same, the merchant is the same. This must be an error.",DUPLICATE_CHARGE,74,15,345,"(205.9, 410.8]"
D346,"I paid my bill online, but it seems the auto-debit also went through.",DUPLICATE_CHARGE,69,13,346,"(205.9, 410.8]"
D347,This transaction seems to have been posted to my account twice.,DUPLICATE_CHARGE,63,11,347,"(205.9, 410.8]"
D348,"I pressed the 'Pay Now' button only once, but I'm seeing two charges.",DUPLICATE_CHARGE,69,13,348,"(205.9, 410.8]"
D349,Can you confirm if these two payments are for different services? They look identical.,DUPLICATE_CHARGE,86,14,349,"(205.9, 410.8]"
D350,I suspect a technical issue has caused this duplicate billing.,DUPLICATE_CHARGE,62,10,350,"(205.9, 410.8]"
D351,"I'm concerned about a second, unexpected debit from this company.",DUPLICATE_CHARGE,65,10,351,"(205.9, 410.8]"
D352,My account balance dropped by double the amount of my purchase.,DUPLICATE_CHARGE,63,11,352,"(205.9, 410.8]"
D353,I was billed for this item at the time of order and then again at the time of shipping.,DUPLICATE_CHARGE,87,19,353,"(205.9, 410.8]"
D354,I updated my payment details and it seems I was charged on both the old and new card.,DUPLICATE_CHARGE,85,18,354,"(205.9, 410.8]"
D355,There is a duplicate of a transaction from earlier today.,DUPLICATE_CHARGE,57,10,355,"(205.9, 410.8]"
D356,"I made a payment via the app, and my wife also paid the same bill separately.",DUPLICATE_CHARGE,77,16,356,"(205.9, 410.8]"
D357,This merchant's system seems to have a bug that charged me twice.,DUPLICATE_CHARGE,65,12,357,"(205.9, 410.8]"
D358,I'm disputing what appears to be a redundant charge on my account.,DUPLICATE_CHARGE,66,12,358,"(205.9, 410.8]"
D359,"The subscription fee was taken out, and then a manual payment for it was also processed.",DUPLICATE_CHARGE,88,16,359,"(205.9, 410.8]"
D360,There are two charges here that I believe are for the same service call.,DUPLICATE_CHARGE,72,14,360,"(205.9, 410.8]"
D361,"I have two charges from the same restaurant for different amounts, but I only ate there once.",DUPLICATE_CHARGE,93,17,361,"(205.9, 410.8]"
D362,"I was charged for a product, then for shipping in a separate, identical transaction.",DUPLICATE_CHARGE,84,14,362,"(205.9, 410.8]"
D363,"The merchant said the transaction was voided, but the charge is still there, along with a new one.",DUPLICATE_CHARGE,98,18,363,"(205.9, 410.8]"
D364,I bought an item and then paid for gift wrapping. It looks like I was charged for the item twice.,DUPLICATE_CHARGE,97,20,364,"(205.9, 410.8]"
D365,A pre-authorization charge was never removed after the final payment went through.,DUPLICATE_CHARGE,82,12,365,"(205.9, 410.8]"
D366,"My monthly payment was taken, and then another payment was taken after I updated my subscription plan.",DUPLICATE_CHARGE,102,17,366,"(205.9, 410.8]"
D367,"I paid a deposit, and now the final bill also includes the deposit amount.",DUPLICATE_CHARGE,74,14,367,"(205.9, 410.8]"
D368,There is a charge from the company's main name and another from their payment processor for the same service.,DUPLICATE_CHARGE,109,19,368,"(205.9, 410.8]"
D369,"I paid my invoice, but I see a charge for the invoice and another for one of the line items on it.",DUPLICATE_CHARGE,98,22,369,"(205.9, 410.8]"
D370,"I was charged, the order was cancelled and I was charged again when I re-ordered. The first charge was never refunded.",DUPLICATE_CHARGE,118,21,370,"(205.9, 410.8]"
D371,The total amount debited from my account is incorrect for this purchase. It's exactly double.,DUPLICATE_CHARGE,93,15,371,"(205.9, 410.8]"
D372,I have a charge from 'SQUARE' and another from the coffee shop for the same time.,DUPLICATE_CHARGE,81,16,372,"(205.9, 410.8]"
D373,"My bill was split with a friend, but it looks like we were both charged the full amount.",DUPLICATE_CHARGE,88,18,373,"(205.9, 410.8]"
D374,The merchant charged my corporate card and my personal card for the same business dinner.,DUPLICATE_CHARGE,89,15,374,"(205.9, 410.8]"
D375,"I paid for the rental car, but I'm also seeing a separate charge for the insurance which should have been included.",DUPLICATE_CHARGE,115,21,375,"(205.9, 410.8]"
D376,I'm being charged for the same software license on a monthly and annual basis.,DUPLICATE_CHARGE,78,14,376,"(205.9, 410.8]"
D377,There's a charge from the hotel and another from the booking website for the same stay.,DUPLICATE_CHARGE,87,16,377,"(205.9, 410.8]"
D378,"I have a charge for the item, and then another charge for the same amount with the description ' miscellaneous'.",DUPLICATE_CHARGE,112,20,378,"(205.9, 410.8]"
D379,"This medical bill was paid by me, but it also looks like my insurance paid it.",DUPLICATE_CHARGE,78,16,379,"(205.9, 410.8]"
D380,I see a charge from the parent company and also from the local franchise for the same membership.,DUPLICATE_CHARGE,97,18,380,"(205.9, 410.8]"
D381,The original charge and the currency conversion charge appear as two separate debits of the same value.,DUPLICATE_CHARGE,103,17,381,"(205.9, 410.8]"
D382,"My account was debited, but the payment is not reflecting in my order history, so I paid again.",DUPLICATE_CHARGE,95,18,382,"(205.9, 410.8]"
D383,"I paid the tip in cash, but it seems the restaurant also added it to my card transaction.",DUPLICATE_CHARGE,89,18,383,"(205.9, 410.8]"
D384,There is a charge for 'Service Fee' and another for 'Consultation' which should be the same thing.,DUPLICATE_CHARGE,98,17,384,"(205.9, 410.8]"
D385,"I bought a bundle deal, but I've been charged for the bundle and also for an individual item from it.",DUPLICATE_CHARGE,101,20,385,"(205.9, 410.8]"
D386,"The invoice shows one total, but two payments have been taken from my account against it.",DUPLICATE_CHARGE,89,16,386,"(205.9, 410.8]"
D387,I'm seeing a charge on my card and a deduction from my PayPal linked to it for the same purchase.,DUPLICATE_CHARGE,97,20,387,"(205.9, 410.8]"
D388,The payment for my order and the payment for a back-ordered item from it were processed at the same time.,DUPLICATE_CHARGE,105,20,388,"(205.9, 410.8]"
D389,I was charged for a subscription and then charged again when I accessed it from a different device.,DUPLICATE_CHARGE,99,18,389,"(205.9, 410.8]"
D390,"It appears I was charged for the service and also for the tax on the service separately, but for the full amount.",DUPLICATE_CHARGE,113,22,390,"(205.9, 410.8]"
D391,"I made one payment, but it seems to have been processed on two different dates.",DUPLICATE_CHARGE,79,15,391,"(205.9, 410.8]"
D392,"My wife and I both have automatic payments set up for the same utility bill, and it seems both were processed this month.",DUPLICATE_CHARGE,121,23,392,"(205.9, 410.8]"
D393,The amount for my flight ticket and the amount for my seat upgrade appear to be the same.,DUPLICATE_CHARGE,89,18,393,"(205.9, 410.8]"
D394,I'm questioning why a manual payment was processed when an auto-debit was already scheduled for the same day.,DUPLICATE_CHARGE,109,18,394,"(205.9, 410.8]"
D395,"I paid an outstanding balance, but my regular monthly payment was also deducted.",DUPLICATE_CHARGE,80,13,395,"(205.9, 410.8]"
